OperationType,StartTime,EndTime,Duration(ms)
Put,2024-12-11 03:16:32.134759709 +0000 UTC m=+6.653176379,2024-12-11 03:16:32.154723917 +0000 UTC m=+6.673140545,19
Put,2024-12-11 03:16:32.140146167 +0000 UTC m=+6.658562837,2024-12-11 03:16:32.156658917 +0000 UTC m=+6.675075587,16
Put,2024-12-11 03:16:32.142768501 +0000 UTC m=+6.661185170,2024-12-11 03:16:32.157954251 +0000 UTC m=+6.676370920,15
Put,2024-12-11 03:16:32.154726376 +0000 UTC m=+6.673143004,2024-12-11 03:16:32.167416167 +0000 UTC m=+6.685832837,12
Put,2024-12-11 03:16:32.144642251 +0000 UTC m=+6.663058920,2024-12-11 03:16:32.170820417 +0000 UTC m=+6.689237045,26
Put,2024-12-11 03:16:32.139839459 +0000 UTC m=+6.658256087,2024-12-11 03:16:32.170953084 +0000 UTC m=+6.689369712,31
Put,2024-12-11 03:16:32.156660709 +0000 UTC m=+6.675077337,2024-12-11 03:16:32.176320792 +0000 UTC m=+6.694737420,19
Put,2024-12-11 03:16:32.157956001 +0000 UTC m=+6.676372670,2024-12-11 03:16:32.176565376 +0000 UTC m=+6.694982045,18
Get,2024-12-11 03:16:32.134713001 +0000 UTC m=+6.653129670,2024-12-11 03:16:32.176767251 +0000 UTC m=+6.695183879,42
Put,2024-12-11 03:16:32.170954792 +0000 UTC m=+6.689371462,2024-12-11 03:16:32.186953167 +0000 UTC m=+6.705369795,15
Put,2024-12-11 03:16:32.167419292 +0000 UTC m=+6.685835920,2024-12-11 03:16:32.187216417 +0000 UTC m=+6.705633045,19
Put,2024-12-11 03:16:32.170822626 +0000 UTC m=+6.689239254,2024-12-11 03:16:32.191681084 +0000 UTC m=+6.710097712,20
Put,2024-12-11 03:16:32.176768501 +0000 UTC m=+6.695185170,2024-12-11 03:16:32.194906376 +0000 UTC m=+6.713323004,18
Put,2024-12-11 03:16:32.176322792 +0000 UTC m=+6.694739462,2024-12-11 03:16:32.202124417 +0000 UTC m=+6.720541045,25
Get,2024-12-11 03:16:32.186955667 +0000 UTC m=+6.705372295,2024-12-11 03:16:32.204068917 +0000 UTC m=+6.722485545,17
Put,2024-12-11 03:16:32.176566542 +0000 UTC m=+6.694983170,2024-12-11 03:16:32.205225001 +0000 UTC m=+6.723641670,28
Put,2024-12-11 03:16:32.187218584 +0000 UTC m=+6.705635212,2024-12-11 03:16:32.205986917 +0000 UTC m=+6.724403545,18
Put,2024-12-11 03:16:32.194908792 +0000 UTC m=+6.713325462,2024-12-11 03:16:32.208198209 +0000 UTC m=+6.726614879,13
Put,2024-12-11 03:16:32.191683792 +0000 UTC m=+6.710100462,2024-12-11 03:16:32.210364542 +0000 UTC m=+6.728781212,18
Put,2024-12-11 03:16:32.202126667 +0000 UTC m=+6.720543337,2024-12-11 03:16:32.216324001 +0000 UTC m=+6.734740629,14
Put,2024-12-11 03:16:32.204070876 +0000 UTC m=+6.722487545,2024-12-11 03:16:32.218912501 +0000 UTC m=+6.737329129,14
Put,2024-12-11 03:16:32.205226751 +0000 UTC m=+6.723643379,2024-12-11 03:16:32.220825042 +0000 UTC m=+6.739241712,15
Get,2024-12-11 03:16:32.205989251 +0000 UTC m=+6.724405920,2024-12-11 03:16:32.223032834 +0000 UTC m=+6.741449504,17
Put,2024-12-11 03:16:32.208199709 +0000 UTC m=+6.726616337,2024-12-11 03:16:32.224031292 +0000 UTC m=+6.742447962,15
Put,2024-12-11 03:16:32.210366126 +0000 UTC m=+6.728782795,2024-12-11 03:16:32.228802292 +0000 UTC m=+6.747218962,18
Get,2024-12-11 03:16:32.216326376 +0000 UTC m=+6.734743045,2024-12-11 03:16:32.231897251 +0000 UTC m=+6.750313879,15
Put,2024-12-11 03:16:32.218914334 +0000 UTC m=+6.737331004,2024-12-11 03:16:32.233151792 +0000 UTC m=+6.751568462,14
Put,2024-12-11 03:16:32.224651167 +0000 UTC m=+6.743067795,2024-12-11 03:16:32.242832126 +0000 UTC m=+6.761248795,18
Put,2024-12-11 03:16:32.224524209 +0000 UTC m=+6.742940837,2024-12-11 03:16:32.244138167 +0000 UTC m=+6.762554837,19
Put,2024-12-11 03:16:32.220888251 +0000 UTC m=+6.739304879,2024-12-11 03:16:32.246633709 +0000 UTC m=+6.765050379,25
Put,2024-12-11 03:16:32.228804292 +0000 UTC m=+6.747220920,2024-12-11 03:16:32.250222751 +0000 UTC m=+6.768639420,21
Get,2024-12-11 03:16:32.233153584 +0000 UTC m=+6.751570212,2024-12-11 03:16:32.250740001 +0000 UTC m=+6.769156629,17
Put,2024-12-11 03:16:32.231899209 +0000 UTC m=+6.750315879,2024-12-11 03:16:32.251748584 +0000 UTC m=+6.770165212,19
Get,2024-12-11 03:16:32.244140084 +0000 UTC m=+6.762556754,2024-12-11 03:16:32.257787709 +0000 UTC m=+6.776204379,13
Put,2024-12-11 03:16:32.246636001 +0000 UTC m=+6.765052629,2024-12-11 03:16:32.264306917 +0000 UTC m=+6.782723545,17
Put,2024-12-11 03:16:32.251751292 +0000 UTC m=+6.770167920,2024-12-11 03:16:32.270063251 +0000 UTC m=+6.788479920,18
Put,2024-12-11 03:16:32.250224959 +0000 UTC m=+6.768641629,2024-12-11 03:16:32.270079209 +0000 UTC m=+6.788495879,19
Get,2024-12-11 03:16:32.242835584 +0000 UTC m=+6.761252254,2024-12-11 03:16:32.271830709 +0000 UTC m=+6.790247379,28
Get,2024-12-11 03:16:32.250741917 +0000 UTC m=+6.769158587,2024-12-11 03:16:32.273201834 +0000 UTC m=+6.791618504,22
Get,2024-12-11 03:16:32.257789709 +0000 UTC m=+6.776206379,2024-12-11 03:16:32.278320501 +0000 UTC m=+6.796737170,20
Put,2024-12-11 03:16:32.270081292 +0000 UTC m=+6.788497962,2024-12-11 03:16:32.282596042 +0000 UTC m=+6.801012670,12
Put,2024-12-11 03:16:32.264309042 +0000 UTC m=+6.782725670,2024-12-11 03:16:32.284286417 +0000 UTC m=+6.802703087,19
Put,2024-12-11 03:16:32.271832667 +0000 UTC m=+6.790249337,2024-12-11 03:16:32.289996959 +0000 UTC m=+6.808413587,18
Put,2024-12-11 03:16:32.270067376 +0000 UTC m=+6.788484004,2024-12-11 03:16:32.289997876 +0000 UTC m=+6.808414504,19
Put,2024-12-11 03:16:32.273203626 +0000 UTC m=+6.791620295,2024-12-11 03:16:32.293007251 +0000 UTC m=+6.811423879,19
Get,2024-12-11 03:16:32.278322251 +0000 UTC m=+6.796738879,2024-12-11 03:16:32.295881584 +0000 UTC m=+6.814298254,17
Put,2024-12-11 03:16:32.284288376 +0000 UTC m=+6.802705004,2024-12-11 03:16:32.298804042 +0000 UTC m=+6.817220670,14
Put,2024-12-11 03:16:32.282598417 +0000 UTC m=+6.801015087,2024-12-11 03:16:32.299079584 +0000 UTC m=+6.817496212,16
Put,2024-12-11 03:16:32.290173917 +0000 UTC m=+6.808590587,2024-12-11 03:16:32.307060501 +0000 UTC m=+6.825477170,16
Put,2024-12-11 03:16:32.289999584 +0000 UTC m=+6.808416212,2024-12-11 03:16:32.309145126 +0000 UTC m=+6.827561754,19
Put,2024-12-11 03:16:32.293008917 +0000 UTC m=+6.811425587,2024-12-11 03:16:32.309727417 +0000 UTC m=+6.828144087,16
Get,2024-12-11 03:16:32.295883417 +0000 UTC m=+6.814300045,2024-12-11 03:16:32.312063709 +0000 UTC m=+6.830480379,16
Put,2024-12-11 03:16:32.298805667 +0000 UTC m=+6.817222295,2024-12-11 03:16:32.314024417 +0000 UTC m=+6.832441045,15
Put,2024-12-11 03:16:32.299081126 +0000 UTC m=+6.817497754,2024-12-11 03:16:32.314231042 +0000 UTC m=+6.832647712,15
Put,2024-12-11 03:16:32.309147459 +0000 UTC m=+6.827564087,2024-12-11 03:16:32.322961334 +0000 UTC m=+6.841377962,13
Put,2024-12-11 03:16:32.307063584 +0000 UTC m=+6.825480212,2024-12-11 03:16:32.325694501 +0000 UTC m=+6.844111170,18
Put,2024-12-11 03:16:32.309729251 +0000 UTC m=+6.828145920,2024-12-11 03:16:32.327788251 +0000 UTC m=+6.846204879,18
Get,2024-12-11 03:16:32.314232834 +0000 UTC m=+6.832649462,2024-12-11 03:16:32.335084959 +0000 UTC m=+6.853501629,20
Get,2024-12-11 03:16:32.312065292 +0000 UTC m=+6.830481962,2024-12-11 03:16:32.335377584 +0000 UTC m=+6.853794254,23
Put,2024-12-11 03:16:32.314026751 +0000 UTC m=+6.832443420,2024-12-11 03:16:32.337930334 +0000 UTC m=+6.856346962,23
Put,2024-12-11 03:16:32.322963334 +0000 UTC m=+6.841380004,2024-12-11 03:16:32.339254626 +0000 UTC m=+6.857671254,16
Put,2024-12-11 03:16:32.325697209 +0000 UTC m=+6.844113879,2024-12-11 03:16:32.343254167 +0000 UTC m=+6.861670837,17
Put,2024-12-11 03:16:32.327888126 +0000 UTC m=+6.846304837,2024-12-11 03:16:32.345373167 +0000 UTC m=+6.863789837,17
Put,2024-12-11 03:16:32.335378959 +0000 UTC m=+6.853795587,2024-12-11 03:16:32.347579834 +0000 UTC m=+6.865996504,12
Put,2024-12-11 03:16:32.335089292 +0000 UTC m=+6.853505962,2024-12-11 03:16:32.355988334 +0000 UTC m=+6.874405004,20
Get,2024-12-11 03:16:32.339256167 +0000 UTC m=+6.857672795,2024-12-11 03:16:32.356483167 +0000 UTC m=+6.874899837,17
Put,2024-12-11 03:16:32.337932292 +0000 UTC m=+6.856348920,2024-12-11 03:16:32.356897792 +0000 UTC m=+6.875314462,18
Put,2024-12-11 03:16:32.345374709 +0000 UTC m=+6.863791379,2024-12-11 03:16:32.361870042 +0000 UTC m=+6.880286712,16
Put,2024-12-11 03:16:32.343255626 +0000 UTC m=+6.861672295,2024-12-11 03:16:32.363293917 +0000 UTC m=+6.881710587,20
Put,2024-12-11 03:16:32.347581876 +0000 UTC m=+6.865998545,2024-12-11 03:16:32.370127167 +0000 UTC m=+6.888543837,22
Put,2024-12-11 03:16:32.356899626 +0000 UTC m=+6.875316295,2024-12-11 03:16:32.374448709 +0000 UTC m=+6.892865337,17
Get,2024-12-11 03:16:32.363296834 +0000 UTC m=+6.881713504,2024-12-11 03:16:32.380099209 +0000 UTC m=+6.898515879,16
Put,2024-12-11 03:16:32.356485084 +0000 UTC m=+6.874901712,2024-12-11 03:16:32.380834876 +0000 UTC m=+6.899251504,24
Get,2024-12-11 03:16:32.361872376 +0000 UTC m=+6.880289004,2024-12-11 03:16:32.385124084 +0000 UTC m=+6.903540754,23
Put,2024-12-11 03:16:32.370130542 +0000 UTC m=+6.888547212,2024-12-11 03:16:32.385183709 +0000 UTC m=+6.903600379,15
Get,2024-12-11 03:16:32.355991167 +0000 UTC m=+6.874407837,2024-12-11 03:16:32.390176584 +0000 UTC m=+6.908593212,34
Put,2024-12-11 03:16:32.374450917 +0000 UTC m=+6.892867587,2024-12-11 03:16:32.394395417 +0000 UTC m=+6.912812087,19
Put,2024-12-11 03:16:32.380836417 +0000 UTC m=+6.899253087,2024-12-11 03:16:32.394903209 +0000 UTC m=+6.913319879,14
Put,2024-12-11 03:16:32.380101417 +0000 UTC m=+6.898518045,2024-12-11 03:16:32.400237376 +0000 UTC m=+6.918654004,20
Put,2024-12-11 03:16:32.386636167 +0000 UTC m=+6.905052837,2024-12-11 03:16:32.404647626 +0000 UTC m=+6.923064254,18
Put,2024-12-11 03:16:32.386648126 +0000 UTC m=+6.905064795,2024-12-11 03:16:32.405715126 +0000 UTC m=+6.924131754,19
Put,2024-12-11 03:16:32.394397834 +0000 UTC m=+6.912814504,2024-12-11 03:16:32.412152001 +0000 UTC m=+6.930568670,17
Get,2024-12-11 03:16:32.400239667 +0000 UTC m=+6.918656295,2024-12-11 03:16:32.417898209 +0000 UTC m=+6.936314837,17
Get,2024-12-11 03:16:32.390178584 +0000 UTC m=+6.908595254,2024-12-11 03:16:32.418044042 +0000 UTC m=+6.936460712,27
Get,2024-12-11 03:16:32.394904751 +0000 UTC m=+6.913321379,2024-12-11 03:16:32.420812501 +0000 UTC m=+6.939229129,25
Get,2024-12-11 03:16:32.404650042 +0000 UTC m=+6.923066712,2024-12-11 03:16:32.430905792 +0000 UTC m=+6.949322420,26
Put,2024-12-11 03:16:32.405717251 +0000 UTC m=+6.924133879,2024-12-11 03:16:32.430922542 +0000 UTC m=+6.949339212,25
Put,2024-12-11 03:16:32.420814292 +0000 UTC m=+6.939230962,2024-12-11 03:16:32.434907834 +0000 UTC m=+6.953324504,14
Put,2024-12-11 03:16:32.412153751 +0000 UTC m=+6.930570379,2024-12-11 03:16:32.436252251 +0000 UTC m=+6.954668920,24
Get,2024-12-11 03:16:32.418046251 +0000 UTC m=+6.936462920,2024-12-11 03:16:32.438884876 +0000 UTC m=+6.957301504,20
Get,2024-12-11 03:16:32.417900417 +0000 UTC m=+6.936317045,2024-12-11 03:16:32.438927334 +0000 UTC m=+6.957344004,21
Get,2024-12-11 03:16:32.430909417 +0000 UTC m=+6.949326045,2024-12-11 03:16:32.445921334 +0000 UTC m=+6.964337962,15
Get,2024-12-11 03:16:32.430924667 +0000 UTC m=+6.949341337,2024-12-11 03:16:32.446863917 +0000 UTC m=+6.965280545,15
Put,2024-12-11 03:16:32.436254459 +0000 UTC m=+6.954671129,2024-12-11 03:16:32.451895626 +0000 UTC m=+6.970312254,15
Put,2024-12-11 03:16:32.434909876 +0000 UTC m=+6.953326504,2024-12-11 03:16:32.454114959 +0000 UTC m=+6.972531587,19
Put,2024-12-11 03:16:32.438929834 +0000 UTC m=+6.957346462,2024-12-11 03:16:32.457896584 +0000 UTC m=+6.976313254,18
Put,2024-12-11 03:16:32.438886626 +0000 UTC m=+6.957303295,2024-12-11 03:16:32.457907417 +0000 UTC m=+6.976324087,19
Get,2024-12-11 03:16:32.454117459 +0000 UTC m=+6.972534087,2024-12-11 03:16:32.467911584 +0000 UTC m=+6.986328254,13
Put,2024-12-11 03:16:32.446022834 +0000 UTC m=+6.964439587,2024-12-11 03:16:32.468186042 +0000 UTC m=+6.986602670,22
Put,2024-12-11 03:16:32.451897667 +0000 UTC m=+6.970314295,2024-12-11 03:16:32.474983667 +0000 UTC m=+6.993400295,23
Get,2024-12-11 03:16:32.457909459 +0000 UTC m=+6.976326087,2024-12-11 03:16:32.475108459 +0000 UTC m=+6.993525129,17
Get,2024-12-11 03:16:32.446865459 +0000 UTC m=+6.965282129,2024-12-11 03:16:32.475847626 +0000 UTC m=+6.994264295,28
Put,2024-12-11 03:16:32.457899417 +0000 UTC m=+6.976316045,2024-12-11 03:16:32.480996001 +0000 UTC m=+6.999412670,23
Put,2024-12-11 03:16:32.474987167 +0000 UTC m=+6.993403837,2024-12-11 03:16:32.490202751 +0000 UTC m=+7.008619420,15
Put,2024-12-11 03:16:32.475849126 +0000 UTC m=+6.994265795,2024-12-11 03:16:32.496502251 +0000 UTC m=+7.014918879,20
Put,2024-12-11 03:16:32.468188459 +0000 UTC m=+6.986605129,2024-12-11 03:16:32.496554626 +0000 UTC m=+7.014971254,28
Get,2024-12-11 03:16:32.481000542 +0000 UTC m=+6.999417212,2024-12-11 03:16:32.500118292 +0000 UTC m=+7.018534920,19
Put,2024-12-11 03:16:32.475110292 +0000 UTC m=+6.993526962,2024-12-11 03:16:32.501172084 +0000 UTC m=+7.019588712,26
Put,2024-12-11 03:16:32.490205751 +0000 UTC m=+7.008622379,2024-12-11 03:16:32.506689292 +0000 UTC m=+7.025105920,16
Put,2024-12-11 03:16:32.467913792 +0000 UTC m=+6.986330420,2024-12-11 03:16:32.506715459 +0000 UTC m=+7.025132087,38
Put,2024-12-11 03:16:32.496504251 +0000 UTC m=+7.014920879,2024-12-11 03:16:32.512467834 +0000 UTC m=+7.030884504,15
Put,2024-12-11 03:16:32.496556334 +0000 UTC m=+7.014973004,2024-12-11 03:16:32.516910042 +0000 UTC m=+7.035326670,20
Put,2024-12-11 03:16:32.500120209 +0000 UTC m=+7.018536837,2024-12-11 03:16:32.519419667 +0000 UTC m=+7.037836295,19
Put,2024-12-11 03:16:32.501174251 +0000 UTC m=+7.019590879,2024-12-11 03:16:32.521220126 +0000 UTC m=+7.039636754,20
Put,2024-12-11 03:16:32.506756459 +0000 UTC m=+7.025173129,2024-12-11 03:16:32.526945792 +0000 UTC m=+7.045362420,20
Put,2024-12-11 03:16:32.512469959 +0000 UTC m=+7.030886629,2024-12-11 03:16:32.528758001 +0000 UTC m=+7.047174670,16
Put,2024-12-11 03:16:32.506768126 +0000 UTC m=+7.025184795,2024-12-11 03:16:32.529680042 +0000 UTC m=+7.048096712,22
Put,2024-12-11 03:16:32.516912084 +0000 UTC m=+7.035328754,2024-12-11 03:16:32.532116751 +0000 UTC m=+7.050533420,15
Get,2024-12-11 03:16:32.519421834 +0000 UTC m=+7.037838504,2024-12-11 03:16:32.537094501 +0000 UTC m=+7.055511129,17
Put,2024-12-11 03:16:32.521221792 +0000 UTC m=+7.039638420,2024-12-11 03:16:32.537857876 +0000 UTC m=+7.056274545,16
Put,2024-12-11 03:16:32.528760292 +0000 UTC m=+7.047176962,2024-12-11 03:16:32.543531917 +0000 UTC m=+7.061948587,14
Put,2024-12-11 03:16:32.526948626 +0000 UTC m=+7.045365295,2024-12-11 03:16:32.548760334 +0000 UTC m=+7.067177004,21
Put,2024-12-11 03:16:32.532118501 +0000 UTC m=+7.050535129,2024-12-11 03:16:32.549896667 +0000 UTC m=+7.068313337,17
Get,2024-12-11 03:16:32.529682167 +0000 UTC m=+7.048098837,2024-12-11 03:16:32.556061834 +0000 UTC m=+7.074478504,26
Get,2024-12-11 03:16:32.543534709 +0000 UTC m=+7.061951379,2024-12-11 03:16:32.557130626 +0000 UTC m=+7.075547295,13
Put,2024-12-11 03:16:32.537097167 +0000 UTC m=+7.055513795,2024-12-11 03:16:32.562450417 +0000 UTC m=+7.080867087,25
Put,2024-12-11 03:16:32.537860001 +0000 UTC m=+7.056276629,2024-12-11 03:16:32.572088667 +0000 UTC m=+7.090505337,34
Get,2024-12-11 03:16:32.549898251 +0000 UTC m=+7.068314920,2024-12-11 03:16:32.572106459 +0000 UTC m=+7.090523129,22
Get,2024-12-11 03:16:32.557132917 +0000 UTC m=+7.075549587,2024-12-11 03:16:32.576925959 +0000 UTC m=+7.095342629,19
Put,2024-12-11 03:16:32.556063501 +0000 UTC m=+7.074480170,2024-12-11 03:16:32.579089834 +0000 UTC m=+7.097506504,23
Put,2024-12-11 03:16:32.562452501 +0000 UTC m=+7.080869170,2024-12-11 03:16:32.582760501 +0000 UTC m=+7.101177170,20
Put,2024-12-11 03:16:32.548768792 +0000 UTC m=+7.067185462,2024-12-11 03:16:32.583599292 +0000 UTC m=+7.102015920,34
Put,2024-12-11 03:16:32.572191167 +0000 UTC m=+7.090607837,2024-12-11 03:16:32.595013542 +0000 UTC m=+7.113430212,22
Get,2024-12-11 03:16:32.576928126 +0000 UTC m=+7.095344795,2024-12-11 03:16:32.598157626 +0000 UTC m=+7.116574295,21
Put,2024-12-11 03:16:32.572257167 +0000 UTC m=+7.090673837,2024-12-11 03:16:32.600170209 +0000 UTC m=+7.118586879,27
Get,2024-12-11 03:16:32.579091876 +0000 UTC m=+7.097508545,2024-12-11 03:16:32.602060084 +0000 UTC m=+7.120476754,22
Get,2024-12-11 03:16:32.582761876 +0000 UTC m=+7.101178545,2024-12-11 03:16:32.602376001 +0000 UTC m=+7.120792629,19
Put,2024-12-11 03:16:32.583601542 +0000 UTC m=+7.102018212,2024-12-11 03:16:32.602810834 +0000 UTC m=+7.121227504,19
Get,2024-12-11 03:16:32.598159542 +0000 UTC m=+7.116576212,2024-12-11 03:16:32.618448667 +0000 UTC m=+7.136865295,20
Put,2024-12-11 03:16:32.595019001 +0000 UTC m=+7.113435670,2024-12-11 03:16:32.623269917 +0000 UTC m=+7.141686545,28
Put,2024-12-11 03:16:32.602062292 +0000 UTC m=+7.120478962,2024-12-11 03:16:32.623307209 +0000 UTC m=+7.141723837,21
Put,2024-12-11 03:16:32.600171959 +0000 UTC m=+7.118588629,2024-12-11 03:16:32.627794334 +0000 UTC m=+7.146211004,27
Put,2024-12-11 03:16:32.602812001 +0000 UTC m=+7.121228629,2024-12-11 03:16:32.627839917 +0000 UTC m=+7.146256545,25
Put,2024-12-11 03:16:32.602377542 +0000 UTC m=+7.120794170,2024-12-11 03:16:32.633237209 +0000 UTC m=+7.151653837,30
Put,2024-12-11 03:16:32.623272667 +0000 UTC m=+7.141689337,2024-12-11 03:16:32.637797876 +0000 UTC m=+7.156214504,14
Put,2024-12-11 03:16:32.618451292 +0000 UTC m=+7.136867962,2024-12-11 03:16:32.638236042 +0000 UTC m=+7.156652712,19
Put,2024-12-11 03:16:32.623309126 +0000 UTC m=+7.141725754,2024-12-11 03:16:32.640733334 +0000 UTC m=+7.159150004,17
Get,2024-12-11 03:16:32.627841001 +0000 UTC m=+7.146257629,2024-12-11 03:16:32.642033417 +0000 UTC m=+7.160450087,14
Put,2024-12-11 03:16:32.627796084 +0000 UTC m=+7.146212754,2024-12-11 03:16:32.645537834 +0000 UTC m=+7.163954462,17
Put,2024-12-11 03:16:32.633240334 +0000 UTC m=+7.151656962,2024-12-11 03:16:32.648893501 +0000 UTC m=+7.167310170,15
Get,2024-12-11 03:16:32.637800459 +0000 UTC m=+7.156217129,2024-12-11 03:16:32.652216584 +0000 UTC m=+7.170633254,14
Put,2024-12-11 03:16:32.638238667 +0000 UTC m=+7.156655337,2024-12-11 03:16:32.652229417 +0000 UTC m=+7.170646045,13
Put,2024-12-11 03:16:32.640734959 +0000 UTC m=+7.159151587,2024-12-11 03:16:32.657031667 +0000 UTC m=+7.175448420,16
Put,2024-12-11 03:16:32.642035501 +0000 UTC m=+7.160452170,2024-12-11 03:16:32.658291126 +0000 UTC m=+7.176707754,16
Put,2024-12-11 03:16:32.648896126 +0000 UTC m=+7.167312795,2024-12-11 03:16:32.661712542 +0000 UTC m=+7.180129212,12
Put,2024-12-11 03:16:32.645539876 +0000 UTC m=+7.163956504,2024-12-11 03:16:32.663094126 +0000 UTC m=+7.181510795,17
Get,2024-12-11 03:16:32.652219251 +0000 UTC m=+7.170635920,2024-12-11 03:16:32.668898042 +0000 UTC m=+7.187314670,16
Put,2024-12-11 03:16:32.652231459 +0000 UTC m=+7.170648087,2024-12-11 03:16:32.669012334 +0000 UTC m=+7.187429004,16
Put,2024-12-11 03:16:32.658293209 +0000 UTC m=+7.176709879,2024-12-11 03:16:32.674679292 +0000 UTC m=+7.193095920,16
Put,2024-12-11 03:16:32.657033792 +0000 UTC m=+7.175450462,2024-12-11 03:16:32.674741626 +0000 UTC m=+7.193158254,17
Put,2024-12-11 03:16:32.663096251 +0000 UTC m=+7.181512879,2024-12-11 03:16:32.680064459 +0000 UTC m=+7.198481087,16
Put,2024-12-11 03:16:32.661714292 +0000 UTC m=+7.180130962,2024-12-11 03:16:32.680242876 +0000 UTC m=+7.198659504,18
Put,2024-12-11 03:16:32.669014584 +0000 UTC m=+7.187431254,2024-12-11 03:16:32.684987084 +0000 UTC m=+7.203403754,15
Put,2024-12-11 03:16:32.668899959 +0000 UTC m=+7.187316587,2024-12-11 03:16:32.684993042 +0000 UTC m=+7.203409670,16
Get,2024-12-11 03:16:32.674681459 +0000 UTC m=+7.193098129,2024-12-11 03:16:32.686479876 +0000 UTC m=+7.204896504,11
Put,2024-12-11 03:16:32.674743167 +0000 UTC m=+7.193159837,2024-12-11 03:16:32.689764751 +0000 UTC m=+7.208181379,15
Put,2024-12-11 03:16:32.680345042 +0000 UTC m=+7.198761754,2024-12-11 03:16:32.695531792 +0000 UTC m=+7.213948462,15
Put,2024-12-11 03:16:32.680067084 +0000 UTC m=+7.198483754,2024-12-11 03:16:32.698407751 +0000 UTC m=+7.216824420,18
Put,2024-12-11 03:16:32.686481334 +0000 UTC m=+7.204898004,2024-12-11 03:16:32.699742584 +0000 UTC m=+7.218159254,13
Put,2024-12-11 03:16:32.684995001 +0000 UTC m=+7.203411629,2024-12-11 03:16:32.702713001 +0000 UTC m=+7.221129670,17
Get,2024-12-11 03:16:32.684989917 +0000 UTC m=+7.203406587,2024-12-11 03:16:32.705225792 +0000 UTC m=+7.223642462,20
Get,2024-12-11 03:16:32.695533751 +0000 UTC m=+7.213950379,2024-12-11 03:16:32.709198084 +0000 UTC m=+7.227614712,13
Put,2024-12-11 03:16:32.689766542 +0000 UTC m=+7.208183212,2024-12-11 03:16:32.709219334 +0000 UTC m=+7.227636004,19
Put,2024-12-11 03:16:32.699745084 +0000 UTC m=+7.218161712,2024-12-11 03:16:32.716919417 +0000 UTC m=+7.235336087,17
Get,2024-12-11 03:16:32.698409667 +0000 UTC m=+7.216826295,2024-12-11 03:16:32.716962459 +0000 UTC m=+7.235379129,18
Put,2024-12-11 03:16:32.702715001 +0000 UTC m=+7.221131629,2024-12-11 03:16:32.721245126 +0000 UTC m=+7.239661754,18
Put,2024-12-11 03:16:32.705227917 +0000 UTC m=+7.223644545,2024-12-11 03:16:32.721875167 +0000 UTC m=+7.240291837,16
Put,2024-12-11 03:16:32.709221126 +0000 UTC m=+7.227637795,2024-12-11 03:16:32.726154834 +0000 UTC m=+7.244571504,16
Put,2024-12-11 03:16:32.709200376 +0000 UTC m=+7.227617004,2024-12-11 03:16:32.726167543 +0000 UTC m=+7.244584171,16
Put,2024-12-11 03:16:32.716963542 +0000 UTC m=+7.235380170,2024-12-11 03:16:32.735391918 +0000 UTC m=+7.253808587,18
Get,2024-12-11 03:16:32.716921667 +0000 UTC m=+7.235338295,2024-12-11 03:16:32.735729626 +0000 UTC m=+7.254146296,18
Put,2024-12-11 03:16:32.721246834 +0000 UTC m=+7.239663504,2024-12-11 03:16:32.740787209 +0000 UTC m=+7.259203837,19
Put,2024-12-11 03:16:32.721877584 +0000 UTC m=+7.240294254,2024-12-11 03:16:32.741379209 +0000 UTC m=+7.259795879,19
Put,2024-12-11 03:16:32.726169376 +0000 UTC m=+7.244586046,2024-12-11 03:16:32.742367084 +0000 UTC m=+7.260783754,16
Put,2024-12-11 03:16:32.726156834 +0000 UTC m=+7.244573504,2024-12-11 03:16:32.743087459 +0000 UTC m=+7.261504129,16
Put,2024-12-11 03:16:32.735731334 +0000 UTC m=+7.254148004,2024-12-11 03:16:32.750593918 +0000 UTC m=+7.269010587,14
Put,2024-12-11 03:16:32.735404459 +0000 UTC m=+7.253821087,2024-12-11 03:16:32.750912959 +0000 UTC m=+7.269329587,15
Get,2024-12-11 03:16:32.740789501 +0000 UTC m=+7.259206171,2024-12-11 03:16:32.754264584 +0000 UTC m=+7.272681212,13
Put,2024-12-11 03:16:32.741381584 +0000 UTC m=+7.259798254,2024-12-11 03:16:32.756224376 +0000 UTC m=+7.274641004,14
